,source,author,title,description,url,photo_url,pub_date,content,date
10,"{'id': 'business-insider', 'name': 'Business Insider'}",Phil Rosen,Tesla is the most shorted stock in the market - and investors have bet against it more than any other name for 3 straight months,"Elon Musk's EV maker topped the list of most shorted US large-cap stocks for a third consecutive month in August, a new report showed.",https://markets.businessinsider.com/news/stocks/tesla-stock-markets-short-sellers-investors-wall-street-elon-musk-2023-9,https://i.insider.com/6501c31f992da60019eb6a38?width=1200&format=jpeg,2023-09-13 15:00:20+00:00,"Tesla CEO Elon Musk.Yichuan Cao/NurPhoto via Getty Images
<ul>
<li>Tesla was the most shorted US large-cap stock for the third consecutive month in August, securities firm Hazeltree said.</li>
<li>C… [+1781 chars]",2023-09-13
11,"{'id': 'business-insider', 'name': 'Business Insider'}",Matthew Fox,Tesla stock soars 10% after Morgan Stanley says Dojo supercomputer could add $500 billion to its market cap,"""The more we looked at Dojo, the more we realized the potential for underappreciated value in the stock,"" Morgan Stanley said.",https://markets.businessinsider.com/news/stocks/tesla-stock-price-dojo-supercomputer-morgan-stanley-upgrade-note-tsla-2023-9,https://i.insider.com/64ff3d883d39230019783cd2?width=1200&format=jpeg,2023-09-11 17:03:01+00:00,"Elon Musk, Chief Executive Officer of SpaceX and Tesla and owner of Twitter, at the Viva Technology conference in Paris, France, June 16, 2023.REUTERS/Gonzalo Fuentes/File Photo
<ul><li>Tesla stock … [+3178 chars]",2023-09-11
12,"{'id': 'business-insider', 'name': 'Business Insider'}",Lakshmi Varanasi,AOC says she's looking to trade in her Tesla for a union-made EV after clash with Elon Musk,AOC reiterated on Face the Nation on Sunday that she wants to trade in her Tesla for a union-made EV.,https://www.businessinsider.com/aoc-trade-tesla-uaw-made-ev-clash-musk-labor-2023-9,https://i.insider.com/64010358934c2c0018026971?width=1200&format=jpeg,2023-09-24 20:05:34+00:00,"Rep. Alexandria Ocasio-Cortez once again said she wants to trade in her Tesla for a union-made EV.Tom Williams/CQ Roll Call
<ul>
<li>AOC said on Face the Nation on Sunday that she wants to trade in … [+1651 chars]",2023-09-24
13,"{'id': 'business-insider', 'name': 'Business Insider'}",Zahra Tayeb,Short-seller Jim Chanos is still betting against Tesla saying the stock is 'ridiculously overvalued' - and champions Nvidia as the 'It girl' of AI,"Famed short-seller Jim Chanos called Tesla a ""hopes and dreams"" stock, while hailing Nvidia as the ""It girl"" of an AI revolution currently underway.",https://markets.businessinsider.com/news/stocks/famed-short-seller-jim-chanos-tesla-ridiculously-overvalued-nvidia-ai-2023-9,https://i.insider.com/5e5e84c3fee23d2498083213?width=1200&format=jpeg,2023-09-15 12:34:08+00:00,"Jim Chanos.David Orrell/CNBC/NBCU Photo Bank/NBCUniversal/Getty Images
<ul>
<li>Famed short-seller Jim Chanos said he remains bearish on Tesla, saying the stock is ""ridiculously overvalued."" </li>
<… [+1532 chars]",2023-09-15
14,"{'id': 'business-insider', 'name': 'Business Insider'}","Polly Thompson,Grace Dean","Elon Musk once caught malaria on safari and was 'hours from death,' book says",Walter Isaacson's new biography of Elon Musk gives more insight into why the Tesla and SpaceX billionaire seems to dislike taking time off.,https://www.businessinsider.com/elon-musk-caught-malaria-safari-south-africa-biography-walter-isaacson-2023-9,https://i.insider.com/64fdd5693d3923001977bfec?width=1200&format=jpeg,2023-09-13 12:00:21+00:00,"Elon Musk did take some time off in July 2022 when he visited the Greek island of Mykonos.MEGA/GC/Getty Images
<ul><li>Walter Isaacson's biography of Elon Musk shines new light on the world's riches… [+4228 chars]",2023-09-13
15,"{'id': 'business-insider', 'name': 'Business Insider'}",Kylie Kirschner,"Tesla owners are using the new button on the side of the iPhone 15 Pro to unlock their car, pop the frunk, and get the AC going","Tesla owners have wasted no time in programming Apple's new ""action button"" on the iPhone 15 Pro to make it easier than ever to control their car.",https://www.businessinsider.com/tesla-shortcuts-iphone-15-pro-action-button-2023-10,https://i.insider.com/6524258f6561dd877e74b782?width=1200&format=jpeg,2023-10-09 16:23:19+00:00,"The new action button can be used as a Tesla key fob.Apple, Sjoerd van der Wal/Getty Images
<ul>
<li>The new iPhone 15 Pro has a customizable ""action button"" in place of the ring/silent switch.</li>… [+2269 chars]",2023-10-09
16,"{'id': 'business-insider', 'name': 'Business Insider'}",Tim Levin,"I compared Tesla rivals from Kia, Hyundai, and Genesis — and found the decision boils down to if you prefer style, luxury, or performance",Hyundai is making some of the best electric cars out there -- and has one of the best Tesla alternatives I've come across yet.,https://www.businessinsider.com/kia-ev6-hyundai-ioniq-5-genesis-gv60-tesla-rival-ev-2023-9,https://i.insider.com/6503646d956dba001acdc1f0?width=1200&format=jpeg,2023-09-15 12:36:28+00:00,"The Kia EV6 GT, Genesis GV60, and Hyundai Ioniq 5 are three cool electric SUVs.Tim Levin/Insider
<ul>
<li>Hyundai and its Kia and Genesis brands are making some of the best electric cars today. </li… [+6364 chars]",2023-09-15
17,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,"Elon Musk blasted short-sellers as bloodsuckers. Bill Gates, 'Big Short' star Michael Burry, and other top investors have bet against Tesla.","Elon Musk hates people who bet against Tesla. Bill Gates, Michael Burry, Jim Chanos, and David Einhorn have all taken short positions in recent years.",https://markets.businessinsider.com/news/stocks/elon-musk-tesla-stock-burry-gates-einhorn-chanos-short-sellers-2023-9,https://i.insider.com/65081e54cd637c0019c6b2d0?width=1200&format=jpeg,2023-09-18 10:44:07+00:00,"Elon Musk.REUTERS/Rebecca Cook
<ul>
<li>Elon Musk blasted short-sellers as ""leeches"" and bemoaned their access to inside information.</li>
<li>Bill Gates, Michael Burry, David Einhorn, and Jim Chano… [+3180 chars]",2023-09-18
18,"{'id': 'business-insider', 'name': 'Business Insider'}",Jennifer Sor,Tesla's stock price target gets cut by Deutsche Bank as the EV maker faces 'considerable downside risk' to 2024 earnings,"The bank trimmed its 2024 production outlook for Tesla to 2.1 million units next year, down from the consensus expectation of 2.3 million units.",https://markets.businessinsider.com/news/stocks/tesla-stock-price-target-deutsche-bank-deliveries-production-outlook-ev-2023-9,https://i.insider.com/6514625deee46600193ba2a7?width=1200&format=jpeg,2023-09-27 19:24:55+00:00,"BI
<ul>
<li>Deutsche Bank cut its 12-month Tesla's stock price target on Wednesday.</li>
<li>The bank's analysts warned that the EV maker faces headwinds to earnings growth in 2024. </li>
<li>The ba… [+2318 chars]",2023-09-27
19,"{'id': 'business-insider', 'name': 'Business Insider'}",Tim Levin,AOC says she'll trade in her Tesla for a union-made EV. Her options are slim.,There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,https://www.businessinsider.com/aoc-alexandria-ocasio-cortez-tesla-union-made-ev-2023-9,https://i.insider.com/6511c6ebe2c0220019ef528c?width=1200&format=jpeg,2023-09-25 18:23:10+00:00,"Rep. Alexandria Ocasio-Cortez wants to trade in her Tesla because it isn't union-made. Jeff Bachner/New York Daily News/Tribune News Service via Getty Images, Tesla
<ul><li>Rep. Alexandria Ocasio-Co… [+3072 chars]",2023-09-25
20,"{'id': 'business-insider', 'name': 'Business Insider'}",Tim Levin,Jay Leno towed 30 tons with a Tesla Semi and said it felt like nothing,"Jay Leno got to drive Tesla's electric truck, the Semi, and said it felt familiar, smooth, and quick.",https://www.businessinsider.com/tesla-semi-truck-jay-leno-drive-review-video-2023-10,https://i.insider.com/651c52572ce014759e73b09f?width=1200&format=jpeg,2023-10-03 19:24:27+00:00,"Jay Leno tows a Tesla Semi using another Tesla Semi in a recent YouTube video. Jay Leno's Garage
<ul><li>Jay Leno got to drive the Tesla Semi, Elon Musk's electric big rig. </li><li>He said it felt … [+2410 chars]",2023-10-03
21,"{'id': 'business-insider', 'name': 'Business Insider'}",George Glover,Billionaire investor Ron Baron says Elon Musk's Tesla could hit a $4 trillion valuation - and reveals a $1 billion SpaceX stake,"Tesla's market cap could grow between four- and fivefold by the end of the decade, the billionaire investor said Tuesday.",https://markets.businessinsider.com/news/stocks/elon-musk-tesla-valuation-spacex-ron-baron-stock-market-outlook-2023-9,https://i.insider.com/6502de6d992da60019ec2259?width=1200&format=jpeg,2023-09-14 11:55:12+00:00,"Ron Baron and Elon Musk.Associated Press via Business Wire
<ul>
<li>Tesla's valuation could grow between four- and fivefold between now and 2030, according to Ron Baron.</li>
<li>""In the funds that … [+2210 chars]",2023-09-14
22,"{'id': 'business-insider', 'name': 'Business Insider'}",Matthew Fox,Tech sector leads US stocks higher after bullish upgrade to Tesla,Investors are awaiting CPI inflation data on Wednesday for more insight into what the Fed could do at its next policy meeting later this month.,https://markets.businessinsider.com/news/stocks/stock-market-news-today-tech-surge-after-bullish-tesla-upgrade-2023-9,https://i.insider.com/61043f3bea74d40019b9eb4c?width=1200&format=jpeg,2023-09-11 20:07:10+00:00,"Spencer Platt/Getty Images
<ul><li>US tech stocks surged on Monday after Tesla received a bullish upgrade from Morgan Stanley.</li><li>Tesla stock jumped as much as 10% after Morgan Stanley highligh… [+2430 chars]",2023-09-11
23,"{'id': 'business-insider', 'name': 'Business Insider'}","Grace Kay,Grace Dean","Some Tesla engineers secretly started designing a Cybertruck alternative because they 'hated' the original concept, according to the new Elon Musk biography","""They were like, 'You can't be serious.' They didn't want to have anything to do with it,"" Franz von Holzhausen said, according to Walter Isaacson.",https://www.businessinsider.com/some-tesla-engineers-hated-cybertruck-design-elon-musk-biography-2023-9,https://i.insider.com/64ff33b2a39a1b00190d2bb3?width=1200&format=jpeg,2023-09-11 17:06:18+00:00,"Some Tesla engineers weren't fans of Elon Musk's plans for the Cybertruck.Photo by Frederic J. BROWN / AFP via Getty Images
<ul>
<li>Some Tesla engineers ""hated"" the look of the Cybertruck, design c… [+2670 chars]",2023-09-11
24,"{'id': 'business-insider', 'name': 'Business Insider'}",Sawdah Bhaimiya,The boss of the United Auto Workers union said Tesla workers are 'scraping to get by' so that 'greedy people like Elon Musk can build more rocket ships',"Thew United Auto Worker's union boss defended worker demands for higher pay saying companies could double wages and ""still make billions in profits.""",https://www.businessinsider.com/elon-musk-uaw-boss-tesla-greedy-workers-pitiful-pay-2023-9,https://i.insider.com/65086531f05aa00019be3770?width=1200&format=jpeg,2023-09-19 11:27:27+00:00,"UAW President Shawn Fain marches with UAW members through downtown Detroit on September 15, 2023.Bill Pugliano/Getty
<ul><li>The United Auto Workers president Shawn Fain defended worker demands for … [+2765 chars]",2023-09-19
25,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,"Elon Musk slams one wealth measure as flawed, as he owns stock in his companies not a 'giant pile of cash'","Elon Musk says it's ""silly"" to look at his wealth gain per minute, as he owns stakes in companies like Twitter and SpaceX, he doesn't rake in cash.",https://markets.businessinsider.com/news/stocks/elon-musk-wealth-fortune-tesla-spacex-twitter-tech-stock-billionaires-2023-10,https://i.insider.com/63b5551d0e1a1b00195efcc7?width=1200&format=jpeg,2023-10-02 14:55:42+00:00,"Elon Musk.Theo Wargo/WireImage
<ul>
<li>Elon Musk slammed a measure of his fortune's growth as ""silly"" in a recent X post.</li>
<li>The Tesla and SpaceX CEO dismissed calculations of his wealth gain… [+2543 chars]",2023-10-02
26,"{'id': 'business-insider', 'name': 'Business Insider'}",Grace Kay,"Elon Musk wanted to build a house that looked like it 'fell out of space,' new book reveals","Elon Musk has said he owns a prefabricated home, but his biographer said he has discussed plans to build a new mega house on a horse farm in Texas.",https://www.businessinsider.com/elon-musk-wanted-build-house-space-tunnels-tesla-boring-company-2023-9,https://i.insider.com/6500c49c1afe8f0019e90be6?width=1200&format=jpeg,2023-09-13 09:05:01+00:00,"Elon Musk pictured with a prefabricated house that was delivered to SpaceX in 2021. He has said he is living in a $50,000 house he rents from the space venture.Jorge Ramirez and Chesnot/Getty Images… [+5412 chars]",2023-09-13
27,"{'id': 'business-insider', 'name': 'Business Insider'}",Joseph Wilkins,Elon Musk says the UAW's strike demands will drive America's big 3 automakers 'bankrupt',"Workers at Ford, General Motors, and Chrysler owner Stellantis began the first simultaneous walkout on September 15 in a row over wages and working hours.",https://markets.businessinsider.com/news/stocks/elon-musk-uaw-strike-demands-gm-ford-chrysler-bankrupt-2023-9,https://i.insider.com/63d3ee92fc18470019550fb1?width=1200&format=jpeg,2023-09-27 11:07:51+00:00,"Elon Musk is CEO of Tesla.Getty Images
<ul>
<li>Elon Musk hit out at the United Auto Workers in a post on X on Tuesday. </li>
<li>The Tesla CEO said the union's demands would ""drive GM, Ford and Chr… [+1978 chars]",2023-09-27
28,"{'id': 'business-insider', 'name': 'Business Insider'}","Polly Thompson,Grace Dean","Musk's college friend quit working with him at Zip2 after only 6 weeks: 'I knew I could either be working with him or be his friend, but not both'",Elon Musk's 'first real and lasting friend' quit working at his company after just six weeks because he couldn't stop fighting with the now-billionaire.,https://www.businessinsider.com/elon-musks-bio-college-friend-quit-working-after-6-weeks-2023-9,https://i.insider.com/64edbd1a8f9177001939baa5?width=1200&format=jpeg,2023-09-11 11:25:31+00:00,"Walter Isaacson's new biography of Elon Musk sheds light on the world's richest person's early life.Britta Pedersen-Pool/Getty Images
<ul><li>Navaid Farooq was one of Elon Musk's first friends durin… [+3037 chars]",2023-09-11
29,"{'id': 'business-insider', 'name': 'Business Insider'}",Tim Levin,"Mercedes-Benz's $100,000 electric SUV is an awesome Tesla rival — but its blob-like looks aren't for everyone",The Mercedes EQE SUV is an awesome alternative to Tesla's Model X with controversial style.,https://www.businessinsider.com/mercedes-benz-eqe-electric-suv-review-tesla-model-x-2023-9,https://i.insider.com/65013e32992da60019eb2f8a?width=1200&format=jpeg,2023-09-13 15:00:30+00:00,"The 2023 Mercedes-Benz EQE SUV brings a luxurious interior and awe-inspiring driving tech. Tim Levin/Insider
<ul><li>I drove Mercedes-Benz's new electric SUV: the EQE SUV. </li><li>It costs $77,900 … [+5110 chars]",2023-09-13
30,"{'id': 'business-insider', 'name': 'Business Insider'}","Grace Kay,Grace Dean","Elon Musk 'associates love with being mean or abusive,' Grimes told biographer Walter Isaacson","""When we hang out, I make sure I'm with the right Elon,"" Grimes told Elon Musk biographer Walter Isaacson. ""There are guys in that head who don't like me.""",https://www.businessinsider.com/grimes-elon-musk-associates-love-mean-abusive-father-errol-biography-2023-9,https://i.insider.com/64ff3eac3d39230019783dc9?width=1200&format=jpeg,2023-09-12 14:24:01+00:00,"Grimes told Walter Isaacson that Elon Musk ""associates love with being mean or abusive"" because of his father.Theo Wargo/Getty Images
<ul>
<li>Elon Musk ""associates love with being mean or abusive"" … [+4780 chars]",2023-09-12
31,"{'id': 'business-insider', 'name': 'Business Insider'}","Pete Syme,Grace Dean","During stressful periods at work and in his personal life, Elon Musk would stay awake at night and vomit. He says working so hard has 'taken its toll.'","Elon Musk struggled with stomach issues during challenging periods in his career and relationships, Walter Isaacson wrote.",https://www.businessinsider.com/elon-musk-tesla-spacex-vomit-stress-biography-2023-9,https://i.insider.com/6501a6be1afe8f0019e96cb8?width=1200&format=jpeg,2023-09-13 12:35:46+00:00,"Elon Musk.Jim Watson/Getty Images
<ul><li>Walter Isaacson's biography ""Elon Musk"" reveals the billionaire's struggles with stress.</li><li>Musk's partners have described him staying up all night and… [+3194 chars]",2023-09-13
32,"{'id': 'business-insider', 'name': 'Business Insider'}",Grace Kay,X CEO slams claims she's CEO in name only as 'not nice;' 'Who wouldn't want Elon Musk sitting by their side running product?',X CEO Linda Yaccarino took the stage at Vox's Code Conference shortly after an ex-Twitter staffer spoke on his negative experience at the company.,https://www.businessinsider.com/x-ceo-linda-yaccarino-slams-claims-elon-musk-runs-company-2023-9,https://i.insider.com/6514d30c1c099d0019ad5649?width=1200&format=jpeg,2023-09-28 02:27:13+00:00,"Linda Yaccarino, left, is CEO of X, but Elon Musk, right, has said he runs the engineering side of the company.Santiago Felipe/Getty Images, Gotham/FilmMagic
<ul>
<li>X CEO Linda Yaccarino slammed q… [+4314 chars]",2023-09-28
33,"{'id': 'business-insider', 'name': 'Business Insider'}",Tom Carter,Elon Musk's X has added 'formerly Twitter' to its App Store description as users continue to struggle with its rebrand,"The app has changed its description on the app store from ""Blaze your glory"" to ""Formerly Twitter"", after the chaotic rebrand of the social media platform.",https://www.businessinsider.com/elon-musks-x-adds-formerly-twitter-to-app-store-description-2023-9,https://i.insider.com/650d804219f33e0019046dc6?width=1200&format=jpeg,2023-09-22 12:51:42+00:00,"CEO of SpaceX and Tesla and owner of Twitter, Elon Musk.Chesnot via Getty Images
<ul><li>X changes its app store tagline after users complain about confusing new name and logo.</li><li>The social me… [+1969 chars]",2023-09-22
34,"{'id': 'business-insider', 'name': 'Business Insider'}","Beatrice Nolan,Grace Dean","Elon Musk and his siblings hated one of their mom's boyfriends so much that they put tiny firecrackers in his cigarettes that exploded, book says","Walter Isaacson's book, ""Elon Musk,"" details the billionaire's childhood and relationship with his parents.",https://www.businessinsider.com/elon-musk-kimbal-musk-tosca-musk-firecrackers-maye-musk-cigarettes-2023-9,https://i.insider.com/6502d9ca1afe8f0019ea3858?width=1200&format=jpeg,2023-09-14 10:48:53+00:00,"Maye Musk dated the man after she divorced Elon Musk's father Errol Musk, according to Walter Isaacson.ANGELA WEISS/AFP via Getty Images
<ul><li>The Musk siblings hated a man Maye Musk was dating so… [+1844 chars]",2023-09-14
35,"{'id': 'business-insider', 'name': 'Business Insider'}",Sawdah Bhaimiya,"X owner Elon Musk largely runs the social media giant from his iPhone, employees say","X employees have learnt not to send Elon Musk attachments or documents or spreadsheets in an email, per a Financial Times report.",https://www.businessinsider.com/elon-musk-runs-x-from-his-iphone-employees-say-2023-9,https://i.insider.com/65046dda956dba001ace5b0e?width=1200&format=jpeg,2023-09-27 13:47:27+00:00,"Elon Musk likes to be sent information in emails without attachments or spreadsheets in them.Stefani Reynolds/AFP/Getty Images
<ul><li>Elon Musk leads the social media giant X from his iPhone, emplo… [+2411 chars]",2023-09-27
36,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,"Stocks could tumble 20% as steeper interest rates bite - and a recession seems inevitable, JPMorgan's chief strategist says","Stocks look overvalued given higher interest rates have boosted bonds' appeal and caused headaches for companies, JPMorgan's Marko Kolanovic says.",https://markets.businessinsider.com/news/stocks/stock-market-outlook-spx-jpmorgan-kolanovic-recession-economy-fed-rates-2023-10,https://i.insider.com/651ff4d19f7ca8b2bbdb804c?width=1200&format=jpeg,2023-10-06 13:10:33+00:00,"JPMorgan's chief market strategist, Marko Kolanovic.Hollis Johnson/Insider
<ul>
<li>Stocks could climb another 7%, but they could also tumble 20%, Marko Kolanovic says.</li>
<li>The top JPMorgan str… [+2663 chars]",2023-10-06
37,"{'id': 'business-insider', 'name': 'Business Insider'}",Lakshmi Varanasi,Elon Musk's ex-wife told his biographer that deep inside the Tesla CEO 'is this manchild still standing in front of his father',"On an episode of Lex Fridman's podcast, Elon Musk's biographer talked about Musk's relationship to his father and its impact on Musk's personality.",https://www.businessinsider.com/isaacson-musks-second-wife-says-a-man-child-inside-musk-2023-9,https://i.insider.com/63a4bb3f2345c00019eab233?width=1200&format=jpeg,2023-09-13 15:00:42+00:00,"Elon Musk's ex-wife, actress Talulah Riley, said that deep inside, Elon Musk is a ""manchild"" still standing in front of his father, according to Musk's biographer Walter Isaacson.Evan Agostini/AP Ima… [+3317 chars]",2023-09-13
38,"{'id': 'business-insider', 'name': 'Business Insider'}",Kylie Kirschner,Google cofounder apparently tried to dodge the famous selfie Elon Musk took after the Tesla CEO denied having a one-night stand with his wife,"The new Elon Musk biography reveals that after WSJ reported on allegations that Musk slept with Sergey Brin's wife, Brin ""tried to avoid"" a selfie.",https://www.businessinsider.com/google-sergey-brin-elon-musk-selfie-dodge-wife-affair-report-2023-9,https://i.insider.com/6501f1761afe8f0019e9ba17?width=1200&format=jpeg,2023-09-14 08:16:01+00:00,"Musk denied having an affair with Shanahan, Brin's wife.Chip Somodevilla/Getty Images, Tim Mosenfelder/Getty Images
<ul>
<li>WSJ published a story last year that cited sources alleging Elon Musk sle… [+2675 chars]",2023-09-14
39,"{'id': 'business-insider', 'name': 'Business Insider'}","Alexa St. John,Nora Naughton",The new F-150 and 8 other cool things we saw at the Detroit auto show,"From massive indoor track experiences and an electric vehicle learning center, there's still a lot to see in Detroit this year.",https://www.businessinsider.com/detroit-auto-show-highlights-new-cars-f-150-reveal-2023-9,https://i.insider.com/650476b7b8708d001927d17c?width=1200&format=jpeg,2023-09-16 10:20:06+00:00,"The 2024 Ford F-150 was revealed at an event ahead of the Detroit Auto Show.Ford Motor Co
<ul>
<li>The North American International Auto Show kicked off in Detroit this week.</li>
<li>While it looks… [+6609 chars]",2023-09-16
40,"{'id': 'business-insider', 'name': 'Business Insider'}","Jack Newsham,Grace Kay","EXCLUSIVE: Elon Musk filed custody suit against Grimes first, asking for 'relationship' with his children","Grimes' custody lawsuit against Elon Musk has been widely reported — but he sued her first, Insider has learned, asking a Texas judge to set the terms of the ""parent-child relationship.""",https://www.businessinsider.com/musk-asked-for-relationship-grimes-kids-in-secret-lawsuit-2023-10,https://i.insider.com/651f4fdb6e038039826b0679?width=1200&format=jpeg,2023-10-06 00:17:48+00:00,"In this picture issued Sept. 26, 2023, by the Hungarian President's Press Office, Hungarian President Katalin Novak and founder and CEO of Tesla, Inc. Elon Musk tours the recently inaugurated Tesla p… [+4439 chars]",2023-10-06
